customer_ID,record_type,A,B,C,D,E,F,G
10106419,0,1,0,1,1,1,2,2
10036251,0,1,0,3,3,0,1,4
10131196,0,1,0,1,1,1,2,3
10008871,0,1,0,3,3,1,2,4
10087024,0,1,1,2,3,1,2,3
10013127,0,1,0,2,3,0,2,1
10068261,0,1,1,3,2,1,2,2
10010365,1,1,0,3,3,0,1,2
10137385,0,1,1,3,3,1,2,2
10136242,0,1,1,3,3,1,2,3
10144899,0,1,0,3,3,0,1,2
10140651,0,2,1,3,3,1,0,3
10088262,0,1,0,3,3,1,0,2
10038636,0,1,1,1,3,1,2,4
10104968,0,1,0,1,1,0,2,3
10007318,0,1,0,4,3,0,0,2
10142429,0,2,1,2,3,1,1,3
10120595,0,1,0,1,2,0,2,2
10131092,0,1,1,1,1,0,1,3
10107916,0,1,0,3,3,0,2,2
10009676,0,1,1,3,3,1,1,1
10056866,0,0,0,3,3,0,0,4
10001135,0,1,0,4,3,1,2,4
10110851,0,0,0,1,1,0,0,4
10022771,0,0,0,3,3,0,0,1
10147314,0,1,0,3,3,1,2,3
10111595,0,0,0,3,3,0,0,1
10019967,0,1,0,3,3,1,2,3
10023245,0,1,1,3,3,1,0,2
10097984,0,1,1,4,3,1,2,2
10025404,0,1,0,2,2,0,0,2
10138333,0,0,0,1,1,0,0,2
10035321,0,1,1,2,2,1,1,3
10007639,0,1,0,3,3,1,2,4
10082234,0,1,0,1,1,0,0,4
10151377,1,1,0,2,3,1,2,4
10028456,0,1,1,1,2,1,1,4
10126269,0,1,1,3,3,1,2,1
10062709,0,2,1,4,3,1,3,1
10077819,0,1,0,3,3,0,2,3
10109162,0,0,0,1,1,0,0,1
10105976,0,1,1,3,3,1,0,1
10096913,0,2,0,3,3,0,3,1
10074094,0,2,1,2,3,1,0,2
10064415,0,0,1,2,3,0,0,1
10092994,0,2,1,3,3,1,0,4
10139394,0,1,0,3,3,1,0,1
10103408,0,1,0,3,3,0,0,2
10096008,0,1,0,1,2,1,2,4
10026388,0,1,0,3,3,0,2,2
10089996,0,1,1,2,2,1,1,2
10099438,0,1,1,2,3,1,2,2
10137084,0,1,0,2,3,0,0,1
10061208,0,1,0,3,2,1,2,3
10144370,0,1,1,3,3,1,1,2
10110491,0,1,0,1,2,1,2,3
10078454,1,1,0,3,3,1,1,2
10138766,0,2,1,3,3,0,1,2
10077330,0,0,0,3,3,0,0,2
10132479,0,2,1,4,3,1,3,1
10013243,0,0,1,1,2,0,1,1
10135389,0,1,1,3,3,0,0,1
10112617,0,2,1,1,3,1,3,3
10027384,0,1,0,2,3,0,2,1
10067488,0,0,0,2,2,0,0,3
10057865,0,1,1,1,1,0,1,1
10148447,0,1,0,2,2,0,2,2
10012206,0,1,0,2,3,0,2,3
10137322,0,2,0,3,3,0,2,1
10056282,0,2,0,3,3,1,2,3
10144344,0,2,1,1,1,0,3,1
10110488,0,0,0,1,1,0,0,2
10131208,1,1,0,3,3,1,0,2
10105258,0,0,0,1,1,0,0,1
10002782,0,1,0,2,3,0,2,3
10083630,0,1,1,2,2,1,2,2
10124355,0,2,1,4,3,1,2,3
10064158,0,1,1,2,2,1,2,2
10060671,0,2,1,2,2,1,3,1
10144931,0,1,1,2,2,1,2,2
10032492,0,2,0,3,3,1,2,3
10091249,0,1,1,3,3,1,1,3
10056515,0,0,1,1,1,0,0,3
10096081,0,1,1,2,2,1,2,2
10079656,0,1,0,1,1,0,2,2
10103017,0,2,0,1,3,0,3,1
10117763,0,1,0,1,1,0,2,2
10016891,0,0,0,1,3,0,0,4
10118829,0,0,0,3,3,0,0,2
10149765,0,2,0,1,2,1,0,2
10151936,0,0,0,2,2,0,0,2
10000842,0,1,0,3,3,0,1,4
10138881,0,1,0,2,2,0,2,1
10087539,0,1,1,4,3,0,1,3
10078429,1,1,0,3,3,0,2,3
10063172,0,1,0,2,2,1,2,1
10116781,0,0,1,2,3,0,0,2
10126555,0,1,1,3,3,1,1,1
10127452,0,2,0,1,1,0,3,1
10118675,0,2,0,1,1,1,0,2
10002953,0,0,0,1,1,0,0,4
10068676,0,1,0,4,3,1,2,3
10054536,0,0,0,4,3,0,0,3
10002673,0,1,0,1,1,0,2,1
10138891,0,0,0,1,1,0,0,4
10114035,1,1,1,1,3,0,1,2
10064722,0,2,1,2,3,0,3,1
10052989,0,1,1,2,3,1,2,3
10118766,0,0,0,1,3,0,0,1
10053736,0,1,1,1,3,1,1,3
10112896,0,1,1,1,1,0,2,1
10018944,0,1,0,3,3,0,2,3
10024014,0,1,0,1,1,0,2,1
10051504,0,1,1,4,3,1,0,1
10079453,0,1,0,3,3,1,1,3
10112068,0,1,0,3,3,1,2,2
10010077,0,0,0,2,3,0,0,3
10127941,0,2,0,1,1,0,3,3
10072827,0,1,1,3,2,1,2,1
10127345,0,2,1,1,2,0,1,2
10144611,0,0,0,2,3,0,0,2
10107951,0,2,1,3,2,1,0,2
10117269,0,1,0,3,3,0,2,4
10069918,0,1,1,2,3,1,1,3
10013737,0,1,1,2,3,1,1,3
10062564,0,1,0,4,3,1,1,4
10127785,0,1,0,4,3,0,1,3
10099681,0,0,0,2,2,0,0,2
10095879,0,1,1,1,3,1,1,4
10025751,0,1,0,2,3,0,1,3
10150116,0,0,0,1,3,0,0,1
10047292,0,2,1,3,3,1,3,2
10119454,0,1,0,3,3,1,2,4
10107795,0,0,0,1,3,0,0,2
10092119,0,0,0,2,2,0,0,4
10113025,0,2,1,1,1,0,3,1
10017584,0,0,0,1,2,0,0,3
10061658,0,1,1,1,3,0,2,3
10051640,0,1,1,3,3,1,2,4
10133928,0,1,1,2,2,1,1,1
10059727,0,0,0,1,2,0,2,2
10068973,0,0,0,1,3,0,0,1
10092005,0,1,0,3,3,0,1,3
10044184,0,1,1,4,3,1,1,3
10133887,0,1,1,1,2,1,1,2
10031368,0,0,0,1,1,0,0,1
10131863,0,0,0,3,3,0,0,2
10091807,0,1,0,2,2,0,1,4
10003438,1,1,0,3,3,0,2,1
10035389,0,2,0,2,2,0,3,3
10009738,0,1,1,1,2,1,1,3
10009062,0,1,1,3,3,1,0,2
10108335,0,1,0,3,3,0,2,2
10089981,0,1,1,2,2,1,2,2
10075240,0,2,1,4,3,1,1,4
10017631,0,1,1,1,2,1,2,3
10081752,0,1,1,4,3,1,0,2
10026484,0,2,1,1,3,1,3,3
10005738,0,0,0,1,3,0,0,2
10071748,0,1,1,2,2,1,1,2
10045148,0,2,0,3,3,0,0,3
10019321,0,1,1,1,1,1,2,1
10107989,0,0,0,1,1,0,0,4
10151951,0,1,1,1,1,1,2,3
10067478,0,1,0,2,3,0,1,2
10151800,0,0,0,1,1,0,0,2
10139293,0,1,0,1,1,0,2,2
10095613,0,0,0,3,2,0,0,2
10144188,0,1,1,3,2,1,2,4
10050970,0,0,0,2,3,0,0,1
10042241,0,1,0,3,3,1,2,2
10066927,0,2,1,2,2,1,3,2
10075678,0,1,1,3,2,1,1,2
10071632,1,0,0,2,2,0,0,2
10016223,0,2,0,1,3,1,0,2
10110198,0,1,0,3,3,0,2,1
10146038,0,1,1,3,3,1,0,3
10125871,0,0,0,1,1,0,0,3
10101730,0,1,1,2,3,1,2,4
10038089,0,1,0,3,3,1,2,3
10091766,0,1,1,3,1,0,2,2
10011001,0,0,1,3,3,0,0,1
10125912,0,1,0,3,3,0,2,2
10142757,0,1,1,3,3,0,1,2
10122667,0,1,0,3,2,0,2,3
10003542,0,1,1,3,3,1,2,1
10005643,1,2,0,4,3,1,1,4
10133522,0,2,0,1,2,0,3,3
10021526,0,1,0,3,3,0,0,1
10038321,0,1,0,1,1,0,1,3
10037699,0,2,0,3,3,1,3,1
10017965,0,1,1,3,3,1,1,3
10106263,0,1,1,4,3,1,1,3
10106220,1,0,0,2,3,0,0,2
10080582,0,1,1,2,2,1,1,3
10019895,0,1,0,3,3,0,2,1
10042255,0,1,1,3,3,1,2,2
10043133,0,2,1,3,2,0,3,1
10079104,0,0,1,2,2,0,0,1
10049301,0,2,0,3,3,0,1,2
10074055,0,1,1,2,2,0,1,2
10096117,1,1,0,3,2,1,0,2
10096112,0,2,0,4,3,0,0,1
10106463,0,0,0,1,3,0,0,2
10084510,0,2,0,2,2,1,0,2
10065751,0,1,0,2,2,0,2,1
10107039,0,2,1,4,3,0,3,2
10124002,0,2,1,3,3,0,2,2
10098616,0,1,1,1,1,1,0,2
10022910,0,1,1,3,3,0,2,3
10092995,0,2,0,3,3,0,0,2
10107496,0,0,0,3,3,0,1,2
10068010,0,1,1,3,3,1,2,1
10109461,0,1,0,4,3,0,1,3
10137914,0,2,1,2,2,1,1,3
10123857,0,0,0,1,1,0,0,4
10125859,0,1,1,2,1,0,2,1
10014327,0,0,0,1,3,0,0,2
10137568,0,0,0,3,3,0,0,2
10125005,0,1,0,2,2,0,2,1
10112378,0,1,1,1,2,1,1,3
10025107,0,0,1,3,3,0,0,1
10030582,1,1,1,1,2,1,2,3
10077675,0,1,0,1,2,0,2,2
10145769,0,1,0,4,3,1,1,2
10145927,0,1,0,1,1,0,2,2
10110085,0,1,1,1,3,0,2,2
10071472,0,0,0,1,3,0,0,4
10044842,0,1,0,3,3,0,2,3
10037898,0,0,0,1,1,0,0,4
10071256,0,1,1,3,3,1,1,3
10065265,0,1,0,3,3,0,2,3
10077637,0,1,0,3,3,0,1,2
10087549,0,1,1,3,3,1,1,2
10024083,1,0,1,3,3,0,3,3
10060052,0,1,1,1,1,0,2,2
10024175,0,1,1,3,3,1,1,2
10013892,0,0,0,1,1,0,0,2
10079699,0,0,0,1,1,0,0,2
10048364,0,2,0,1,1,0,3,2
10121284,0,1,1,3,3,1,2,2
10034934,0,1,1,3,2,1,2,2
10073652,0,2,1,1,1,1,3,2
10008104,0,1,1,1,2,1,2,2
10085844,0,1,0,1,1,0,2,2
10085910,0,1,1,3,3,1,1,4
10145830,0,1,1,2,3,1,2,3
10133132,0,1,0,3,3,0,0,2
10029205,0,1,1,4,3,1,0,2
10118935,0,0,0,3,2,0,0,2
10147100,0,1,0,2,3,0,2,1
10140606,0,1,1,1,2,1,1,2
10018138,0,1,1,3,2,1,1,1
10099429,0,1,1,3,3,1,2,2
10080559,0,1,1,3,3,1,2,4
10149937,0,0,0,1,2,0,0,1
10132993,0,1,0,3,3,0,2,2
10104655,0,2,0,1,1,0,3,1
10025604,0,1,1,4,3,1,2,3
10053006,0,1,1,3,3,0,0,3
10071824,0,1,1,3,3,1,2,4
10090674,1,2,1,3,3,1,3,1
10145639,0,0,0,3,3,0,0,3
10042210,0,1,1,3,2,0,2,3
10133481,0,1,1,3,3,1,2,2
10135664,0,1,0,2,3,1,1,3
10112940,0,1,0,4,3,1,1,4
10056195,0,0,1,1,1,0,0,3
10093161,0,2,0,4,3,0,3,2
10088726,0,2,0,3,3,0,3,2
10079666,0,1,1,1,2,0,1,1
10107525,0,1,1,1,2,1,2,3
10049668,0,2,0,3,3,1,1,3
10070215,0,1,1,1,2,1,2,2
10125633,0,1,1,4,3,1,0,2
10089052,0,1,1,2,2,0,2,4
10023005,0,1,0,4,3,1,2,4
10145131,0,1,0,1,2,0,2,3
10069250,0,1,0,2,3,1,0,1
10041706,0,0,0,1,1,0,0,4
10130829,0,1,0,2,2,1,2,3
10106751,0,0,0,1,1,0,0,2
10027837,0,1,0,3,1,0,2,4
10066088,0,0,1,1,2,0,0,1
10051824,0,1,0,2,3,1,0,1
10056939,0,1,0,2,3,1,0,1
10099310,0,1,1,3,3,1,0,1
10089716,0,1,1,2,3,1,2,2
10133681,0,1,1,1,3,1,2,3
10033601,0,0,1,1,1,0,0,2
10120310,0,1,1,3,3,1,2,3
10068565,0,1,0,3,3,1,0,2
10121362,0,1,1,4,3,1,1,4
10039734,1,0,0,3,3,0,0,3
10096383,0,1,1,1,2,0,2,3
10043683,0,1,1,3,3,1,2,3
10050905,0,0,1,2,3,0,0,2
10107041,1,1,0,2,2,0,2,3
10014315,0,1,1,1,3,1,2,3
10114972,0,1,1,3,3,1,2,4
10035807,0,1,0,3,3,1,0,2
10077832,0,0,0,3,3,0,1,2
10010445,0,1,1,1,1,0,2,2
10120303,0,1,1,2,3,1,2,3
10101445,0,1,0,2,3,0,0,2
10139754,0,1,1,4,3,1,1,4
10001695,0,1,1,3,3,1,1,3
10144766,0,1,1,1,3,1,0,2
10099854,0,1,1,2,2,1,2,2
10132990,0,1,1,1,3,1,1,2
10109317,0,1,0,1,2,0,1,3
10107334,0,1,0,3,2,1,2,2
10061115,0,1,1,4,3,1,2,2
10128702,0,1,0,1,3,0,0,1
10062053,0,1,0,3,3,1,0,2
10133367,0,1,1,3,3,0,1,3
10046892,0,0,0,3,3,0,0,3
10051236,0,1,0,3,3,1,2,3
10150349,0,1,0,3,3,1,2,3
10008280,0,1,1,2,3,1,0,3
10121599,0,1,1,3,3,1,0,2
10061484,0,1,1,1,1,1,2,3
10120748,0,1,1,3,3,0,1,2
10076668,0,1,1,4,3,1,0,2
10010904,1,1,1,2,3,1,2,3
10147725,0,1,0,3,3,0,0,2
10055832,0,1,1,3,3,1,2,1
10119652,0,1,0,2,3,0,2,3
10050734,0,0,0,3,3,0,0,2
10095685,0,1,0,3,3,0,2,1
10071933,0,1,0,1,2,0,2,2
10067779,0,0,0,2,2,0,1,2
10108404,0,1,1,1,1,1,2,2
10107803,0,1,0,3,3,1,1,2
10098310,0,1,0,3,3,0,2,2
10043790,0,1,1,1,3,1,2,2
10091488,0,0,0,1,2,0,0,1
10011172,0,1,0,3,3,1,0,2
10078457,0,0,1,2,2,0,0,2
10064737,0,1,0,3,3,0,0,2
10065732,0,1,0,2,3,1,2,3
10040691,0,1,0,1,1,0,2,2
10072225,0,0,0,1,1,0,0,4
10072589,0,1,0,3,3,1,2,2
10001663,1,0,0,3,3,0,0,1
10143042,0,1,0,3,3,1,0,2
10089199,0,0,0,2,2,0,0,1
10122548,0,1,1,3,3,1,0,2
10149615,0,1,0,3,3,0,2,3
10073043,0,1,1,4,3,1,2,1
10017434,0,2,0,1,1,0,3,2
10078448,1,1,0,2,2,1,2,1
10082897,1,0,0,2,2,0,0,2
10065304,0,1,1,3,3,0,2,3
10100999,0,2,0,4,3,0,0,3
10146173,0,1,0,3,3,0,1,1
10103790,0,2,0,2,2,0,3,2
10065788,0,1,0,3,3,1,2,3
10028754,0,0,0,1,1,0,0,4
10027201,0,2,1,2,3,1,0,2
10070485,0,1,1,1,1,1,2,3
10033958,0,1,0,3,3,1,0,2
10015968,0,1,0,3,3,1,2,2
10095084,0,2,0,3,3,0,3,3
10120071,0,2,1,2,3,1,1,2
10086383,0,1,0,4,3,1,1,2
10104369,0,1,0,2,1,0,2,1
10039442,0,1,0,3,2,0,2,3
10067567,0,1,0,3,3,0,0,1
10035820,0,1,1,2,3,0,1,2
10035233,0,1,1,1,3,1,2,3
10044780,0,1,1,2,2,1,2,4
10025159,0,0,0,2,2,0,0,2
10118700,0,0,0,1,1,0,0,1
10134365,0,0,0,2,3,0,0,3
10124098,0,2,1,3,3,1,2,4
10141880,0,1,1,4,3,1,0,2
10067732,0,1,0,1,1,1,2,3
10075640,0,1,0,3,3,1,0,2
10035936,0,1,1,4,3,1,2,3
10070238,0,1,0,2,2,0,2,2
10136159,0,1,1,2,2,1,2,2
10049920,0,1,1,2,3,1,2,2
10016310,0,0,0,4,2,0,0,2
10106787,0,0,1,2,2,0,0,2
10038823,0,1,1,3,3,1,2,1
10005824,0,1,0,3,3,1,2,3
10092082,0,1,0,3,3,0,1,3
10127790,0,1,0,4,3,1,1,2
10148448,0,1,1,3,3,1,0,2
10003344,0,1,1,3,3,1,2,3
10025331,0,1,0,3,3,1,1,4
10100240,1,0,0,3,3,0,0,3
10106600,0,1,1,3,3,0,1,2
10039749,0,0,1,1,1,0,0,4
10006652,0,1,0,2,3,0,2,2
10058182,0,1,1,1,2,1,1,2
10127280,0,0,1,2,2,0,0,4
10088274,0,1,1,3,3,1,1,3
10118396,0,0,1,3,3,0,0,2
10015144,0,1,1,1,1,1,2,1
10070260,0,1,0,3,3,0,0,2
10000036,0,0,1,3,3,0,2,3
10122605,0,1,1,3,3,1,2,3
